Device, lat, lng
100, 0.2405573869662509, -0.24089968310181217
100, 0.2405573869662509, -0.24089968310181217
100, 0.2405573869662509, -0.24089968310181217
100, 0.2405573869662509, -0.24089968310181217
100, 0.2405573869662509, -0.24089968310181217
102, -0.019933917649503665, -0.19612511580255274
102, -0.019933917649503665, -0.19612511580255274
102, -0.019933917649503665, -0.19612511580255274
102, -0.019933917649503665, -0.19612511580255274
102, -0.019933917649503665, -0.19612511580255274
101, 0.12366152304749814, -0.22187959401067084
101, 0.12366152304749814, -0.22187959401067084
101, 0.12366152304749814, -0.22187959401067084
101, 0.12366152304749814, -0.22187959401067084
101, 0.12366152304749814, -0.22187959401067084
103, -0.061845935939960545, -0.29094472805124877
103, -0.061845935939960545, -0.29094472805124877
103, -0.061845935939960545, -0.29094472805124877
103, -0.061845935939960545, -0.29094472805124877
103, -0.061845935939960545, -0.29094472805124877
104, 0.012099582509481737, -0.31202661357354072
104, 0.012099582509481737, -0.31202661357354072
104, -0.083802129743588652, -0.21645725566567084
104, -0.083802129743588652, -0.21645725566567084
104, -0.083802129743588652, -0.21645725566567084
105, -0.035200108533119411, -0.20321540802887036
105, -0.035200108533119411, -0.20321540802887036
105, -0.035200108533119411, -0.20321540802887036
105, -0.035200108533119411, -0.20321540802887036
105, -0.035200108533119411, -0.20321540802887036
106, 0.11497782394285143, -0.24313393189998761
106, 0.11497782394285143, -0.24313393189998761
106, 0.11497782394285143, -0.24313393189998761
106, 0.11497782394285143, -0.24313393189998761
106, 0.11497782394285143, -0.24313393189998761
107, 0.19251734738589163, -0.13089118320601162
107, 0.19251734738589163, -0.13089118320601162
107, 0.19251734738589163, -0.13089118320601162
107, 0.19251734738589163, -0.13089118320601162
107, 0.19251734738589163, -0.13089118320601162
108, 0.13618730407233501, -0.097968132321868795
108, 0.13618730407233501, -0.097968132321868795
108, 0.13618730407233501, -0.097968132321868795
108, 0.13618730407233501, -0.097968132321868795
108, 0.13618730407233501, -0.097968132321868795
109, 0.17561809789397198, 0.074145160935916929
109, 0.16917279777338418, 0.0043207545809881148
109, 0.16917279777338418, 0.0043207545809881148
109, 0.16917279777338418, 0.0043207545809881148
109, 0.14497202107624965, -0.1260109718656042
110, 0.074713969375116693, -0.075355299732949202
110, 0.074713969375116693, -0.075355299732949202
110, 0.074713969375116693, -0.075355299732949202
110, 0.044010529690919148, -0.11701028564699252
110, 0.044010529690919148, -0.11701028564699252
111, -0.020603289947876819, -0.21811469304661177
111, -0.020603289947876819, -0.21811469304661177
111, -0.020603289947876819, -0.21811469304661177
111, -0.020603289947876819, -0.21811469304661177
111, -0.020603289947876819, -0.21811469304661177
112, -0.014792090275479388, -0.26887617369964073
112, -0.014792090275479388, -0.26887617369964073
112, -0.014792090275479388, -0.26887617369964073
112, -0.014792090275479388, -0.26887617369964073
112, -0.014792090275479388, -0.26887617369964073
113, 0.14783129482223145, 0.046170837081026476
113, 0.12532895258635732, 0.014859785871739037
113, 0.13095131184139852, 0.057126368127001934
113, 0.11948823454238919, 0.099146532669929524
113, 0.11948823454238919, 0.099146532669929524
114, 0.13089332106326668, -0.11537245455507124
114, 0.13089332106326668, -0.11537245455507124
114, 0.13089332106326668, -0.11537245455507124
114, 0.13089332106326668, -0.11537245455507124
114, 0.13089332106326668, -0.11537245455507124
115, 0.14729192938901731, -0.10962012300433201
115, 0.14729192938901731, -0.10962012300433201
115, 0.14729192938901731, -0.10962012300433201
115, 0.15585764565133284, -0.050700757136679632
115, 0.15585764565133284, -0.050700757136679632
116, 0.12263805920830648, 0.23431512837383503
116, 0.12263805920830648, 0.23431512837383503
116, 0.12263805920830648, 0.23431512837383503
116, 0.12263805920830648, 0.23431512837383503
116, 0.12263805920830648, 0.23431512837383503
117, 0.09210998608228195, 0.0015108393906645059
117, 0.09210998608228195, 0.0015108393906645059
117, 0.09210998608228195, 0.0015108393906645059
117, 0.09210998608228195, 0.0015108393906645059
117, 0.09210998608228195, 0.0015108393906645059
118, 0.069278406906195258, -0.039013615901381506
118, 0.090047402485072078, 0.0073598210771173454
118, 0.090047402485072078, 0.0073598210771173454
118, 0.083735078322730874, -0.028285202561457976
118, 0.1139504729512988, 0.020797761400456909
119, 0.14815880291441902, -0.016609218184782882
119, 0.14815880291441902, -0.016609218184782882
119, 0.1494553596093019, -0.052424291884999683
119, 0.1494553596093019, -0.052424291884999683
119, 0.1494553596093019, -0.052424291884999683
120, 0.27869819530690004, 0.20618875203838224
120, 0.27869819530690004, 0.20618875203838224
120, 0.27869819530690004, 0.20618875203838224
120, 0.27869819530690004, 0.20618875203838224
120, 0.27387094777912602, 0.20131945148418701
121, 0.14096086600827215, -0.086913224898953603
121, 0.14096086600827215, -0.086913224898953603
121, 0.14096086600827215, -0.086913224898953603
121, 0.14096086600827215, -0.086913224898953603
121, 0.14096086600827215, -0.086913224898953603
122, 0.22429177999273892, 0.14609747024588232
122, 0.22429177999273892, 0.14609747024588232
122, 0.22429177999273892, 0.14609747024588232
122, 0.22429177999273892, 0.14609747024588232
122, 0.22429177999273892, 0.14609747024588232
123, 0.12414570715302063, 0.032724993235216854
123, 0.12414570715302063, 0.032724993235216854
123, 0.14418805348893676, 0.14197634117872582
123, 0.11842130323504925, 0.052167998364343514
123, 0.11842130323504925, 0.052167998364343514
125, 0.21206071405412044, 0.17908912128425467
125, 0.21801818087573763, 0.11334795587214443
125, 0.21801818087573763, 0.11334795587214443
125, 0.22522370698947572, 0.17048972484682437
125, 0.22672675616893537, 0.13153350153064658
124, 0.23902538529309067, 0.11835429379499157
124, 0.23902538529309067, 0.11835429379499157
124, 0.23902538529309067, 0.11835429379499157
124, 0.23902538529309067, 0.11835429379499157
124, 0.23902538529309067, 0.11835429379499157
126, 0.20820311825257126, 0.22612769560557844
126, 0.20820311825257126, 0.22612769560557844
126, 0.20820311825257126, 0.22612769560557844
126, 0.20820311825257126, 0.22612769560557844
126, 0.20820311825257126, 0.22612769560557844
127, -0.00096970092724985003, 0.11186519204188894
127, -0.00096970092724985003, 0.11186519204188894
127, -0.00096970092724985003, 0.11186519204188894
127, -0.00096970092724985003, 0.11186519204188894
127, -0.00096970092724985003, 0.11186519204188894
